,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
7537,-118.36,33.93,27.0,4445.0,1231.0,3340.0,1113.0,3.1656
7538,-118.36,33.92,46.0,1231.0,231.0,793.0,256.0,4.1023
7539,-118.36,33.92,26.0,3695.0,1144.0,2308.0,1009.0,2.6667
7540,-118.36,33.92,19.0,2807.0,883.0,1546.0,815.0,2.6375
7541,-118.36,33.91,42.0,1949.0,422.0,1184.0,423.0,4.3333
7542,-118.36,33.91,41.0,2048.0,439.0,1191.0,429.0,3.8
7543,-118.36,33.91,36.0,2064.0,474.0,1366.0,421.0,4.1
7544,-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74
7545,-118.36,33.9,41.0,1355.0,349.0,655.0,329.0,2.9551
7546,-118.36,33.9,39.0,1166.0,222.0,640.0,206.0,3.5313
7547,-118.36,33.9,18.0,3380.0,922.0,2276.0,854.0,4.0727
7548,-118.36,33.89,40.0,756.0,122.0,371.0,130.0,5.0299
7549,-118.36,33.89,37.0,1719.0,426.0,1266.0,424.0,3.375
7550,-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169
7551,-118.36,33.88,44.0,1362.0,237.0,709.0,247.0,4.4271
7552,-118.36,33.88,33.0,2408.0,534.0,1644.0,523.0,4.2454
7553,-118.36,33.88,31.0,2518.0,543.0,1107.0,508.0,4.7404
7554,-118.36,33.88,28.0,1313.0,319.0,827.0,308.0,2.65
7555,-118.36,33.88,26.0,1375.0,286.0,829.0,278.0,3.9844
7556,-118.36,33.88,25.0,2845.0,710.0,1611.0,628.0,3.2049
7557,-118.36,33.87,22.0,2114.0,541.0,1300.0,538.0,3.4208
7558,-118.36,33.87,19.0,2512.0,575.0,1275.0,544.0,4.9375
7559,-118.36,33.87,17.0,1082.0,291.0,598.0,281.0,3.9868
7560,-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784
7561,-118.36,33.86,37.0,1249.0,218.0,583.0,214.0,5.7422
7562,-118.36,33.86,36.0,681.0,122.0,360.0,128.0,5.2799
7563,-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456
7564,-118.36,33.86,34.0,1865.0,345.0,963.0,302.0,5.543
7565,-118.36,33.85,36.0,1390.0,230.0,683.0,219.0,4.8906
7566,-118.36,33.84,35.0,1577.0,279.0,743.0,274.0,5.7654
7567,-118.36,33.84,22.0,11016.0,3170.0,6664.0,2838.0,3.703
7568,-118.36,33.83,36.0,1660.0,300.0,943.0,300.0,5.1984
7569,-118.36,33.83,35.0,2828.0,487.0,1439.0,490.0,5.6013
7570,-118.36,33.83,35.0,1378.0,247.0,645.0,217.0,5.9143
7571,-118.36,33.82,36.0,1784.0,311.0,901.0,293.0,6.2247
7572,-118.36,33.82,36.0,1083.0,187.0,522.0,187.0,5.7765
7573,-118.36,33.81,34.0,2211.0,502.0,1113.0,488.0,4.7026
7574,-118.36,33.81,25.0,9042.0,2022.0,4458.0,1944.0,4.5592
7575,-118.36,33.8,34.0,2629.0,369.0,966.0,375.0,10.1241
7576,-118.36,33.79,34.0,5166.0,704.0,2071.0,668.0,8.3609
7577,-118.37,36.19,10.0,443.0,111.0,48.0,21.0,3.125
7578,-118.37,34.43,11.0,17339.0,2866.0,8721.0,2803.0,5.9507
7579,-118.37,34.24,40.0,1283.0,246.0,594.0,236.0,4.1121
7580,-118.37,34.23,32.0,1444.0,317.0,1177.0,311.0,3.6
7581,-118.37,34.22,17.0,1787.0,463.0,1671.0,448.0,3.5521
7582,-118.37,34.22,11.0,2127.0,581.0,1989.0,530.0,2.9028
7583,-118.37,34.21,36.0,2080.0,455.0,1939.0,484.0,4.2875
7584,-118.37,34.21,36.0,1392.0,326.0,1181.0,303.0,3.1563
7585,-118.37,34.21,34.0,2272.0,558.0,2164.0,484.0,3.7143
7586,-118.37,34.2,33.0,1438.0,309.0,1378.0,306.0,2.8917
7587,-118.37,34.19,19.0,2890.0,821.0,2203.0,705.0,2.6696
7588,-118.37,34.18,42.0,1140.0,300.0,643.0,252.0,3.3958
7589,-118.37,34.18,36.0,1608.0,373.0,1217.0,374.0,2.9728
7590,-118.37,34.18,35.0,2949.0,794.0,2106.0,746.0,2.9228
7591,-118.37,34.18,33.0,1829.0,512.0,1345.0,500.0,3.1629
7592,-118.37,34.17,6.0,854.0,350.0,542.0,321.0,0.8198
7593,-118.37,34.17,42.0,600.0,171.0,377.0,181.0,2.4107
7594,-118.37,34.17,42.0,1713.0,416.0,1349.0,427.0,3.2596
7595,-118.37,34.17,15.0,3327.0,1011.0,2683.0,857.0,2.3784
7596,-118.37,34.17,10.0,1431.0,473.0,1438.0,429.0,2.2756
7597,-118.37,34.16,6.0,6526.0,2007.0,3298.0,1790.0,2.7231
7598,-118.37,34.16,25.0,2450.0,618.0,1054.0,578.0,3.6375
7599,-118.37,34.16,17.0,4150.0,1148.0,1808.0,1041.0,3.5051
7600,-118.37,34.16,10.0,2606.0,748.0,1373.0,680.0,3.6128
7601,-118.37,34.15,23.0,4604.0,1319.0,2391.0,1227.0,3.1373
7602,-118.37,34.14,8.0,4382.0,1560.0,2138.0,1411.0,3.5714
7603,-118.37,34.14,23.0,1883.0,512.0,774.0,478.0,3.5096
7604,-118.37,34.14,21.0,4670.0,1161.0,1914.0,1094.0,3.7986
7605,-118.37,34.13,28.0,4287.0,627.0,1498.0,615.0,8.5677
7606,-118.37,34.12,34.0,2821.0,399.0,843.0,391.0,11.615
7607,-118.37,34.11,42.0,5518.0,979.0,1863.0,957.0,8.5842
7608,-118.37,34.09,38.0,4408.0,1295.0,1690.0,1229.0,3.0156
7609,-118.37,34.09,38.0,1349.0,344.0,547.0,309.0,3.2159
7610,-118.37,34.09,33.0,3180.0,865.0,1347.0,841.0,4.0651
7611,-118.37,34.09,31.0,6348.0,1827.0,2559.0,1755.0,3.2818
7612,-118.37,34.09,31.0,2697.0,706.0,1059.0,689.0,2.8942
7613,-118.37,34.09,24.0,630.0,172.0,257.0,147.0,5.5224
7614,-118.37,34.09,22.0,4247.0,1253.0,1766.0,1170.0,3.1517
7615,-118.37,34.08,52.0,1466.0,254.0,600.0,253.0,5.7524
7616,-118.37,34.08,52.0,1234.0,223.0,543.0,213.0,6.0338
7617,-118.37,34.08,28.0,4376.0,1202.0,1847.0,1128.0,2.6713
7618,-118.37,34.08,22.0,3008.0,938.0,1224.0,816.0,3.2149
7619,-118.37,34.07,52.0,2203.0,437.0,899.0,384.0,4.25
7620,-118.37,34.07,52.0,2195.0,435.0,884.0,432.0,5.24
7621,-118.37,34.07,52.0,1084.0,247.0,468.0,255.0,3.4286
7622,-118.37,34.07,50.0,2519.0,537.0,1117.0,516.0,4.3667
7623,-118.37,34.07,44.0,2703.0,663.0,1045.0,619.0,3.201
7624,-118.37,34.07,39.0,2309.0,526.0,870.0,546.0,3.1677
7625,-118.37,34.06,52.0,843.0,160.0,333.0,151.0,4.5192
7626,-118.37,34.06,52.0,2402.0,506.0,878.0,464.0,4.0217
7627,-118.37,34.06,52.0,1608.0,289.0,630.0,252.0,5.5596
7628,-118.37,34.05,52.0,2346.0,437.0,1121.0,400.0,4.0583
7629,-118.37,34.05,48.0,1266.0,234.0,539.0,222.0,4.005
7630,-118.37,34.05,41.0,2369.0,544.0,1252.0,522.0,2.9883
7631,-118.37,34.05,35.0,2457.0,552.0,1159.0,523.0,3.0862
7632,-118.37,34.04,52.0,1197.0,231.0,671.0,219.0,3.825
7633,-118.37,34.04,43.0,888.0,170.0,514.0,161.0,3.1827
7634,-118.37,34.04,43.0,1465.0,278.0,727.0,290.0,4.0781
7635,-118.37,34.04,42.0,1809.0,424.0,1094.0,382.0,2.767
7636,-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25
7637,-118.37,34.03,43.0,1350.0,287.0,811.0,307.0,3.3636
7638,-118.37,34.03,41.0,1425.0,285.0,838.0,296.0,3.9732
7639,-118.37,34.03,39.0,213.0,44.0,138.0,52.0,2.125
7640,-118.37,34.03,37.0,1236.0,309.0,966.0,292.0,3.0694
7641,-118.37,34.02,44.0,1944.0,458.0,981.0,377.0,2.6154
7642,-118.37,34.02,33.0,2263.0,430.0,900.0,382.0,4.4028
7643,-118.37,33.99,36.0,3228.0,543.0,1305.0,520.0,5.1695
7644,-118.37,33.99,32.0,4018.0,564.0,1400.0,568.0,8.6718
7645,-118.37,33.98,39.0,303.0,69.0,131.0,73.0,4.3438
7646,-118.37,33.97,41.0,1833.0,355.0,847.0,348.0,5.726
7647,-118.37,33.97,32.0,6699.0,1781.0,2725.0,1544.0,3.3889
7648,-118.37,33.97,26.0,6672.0,1729.0,3333.0,1557.0,2.9646
7649,-118.37,33.97,21.0,3616.0,1060.0,2515.0,945.0,2.7464
7650,-118.37,33.96,26.0,138.0,23.0,100.0,20.0,4.875
7651,-118.37,33.95,35.0,924.0,349.0,1376.0,358.0,2.2297
7652,-118.37,33.95,32.0,1067.0,286.0,1053.0,277.0,2.8438
7653,-118.37,33.94,29.0,2265.0,813.0,3425.0,781.0,2.3675
7654,-118.37,33.93,46.0,1130.0,201.0,503.0,196.0,4.4861
7655,-118.37,33.93,10.0,199.0,41.0,61.0,56.0,2.8958
7656,-118.37,33.92,44.0,938.0,181.0,502.0,171.0,4.4722
7657,-118.37,33.92,40.0,928.0,187.0,521.0,185.0,5.5255
7658,-118.37,33.92,39.0,1073.0,206.0,556.0,204.0,4.8611
7659,-118.37,33.92,36.0,1075.0,197.0,509.0,197.0,4.9688
7660,-118.37,33.91,41.0,1869.0,427.0,1334.0,435.0,3.9355
7661,-118.37,33.9,35.0,1651.0,269.0,707.0,252.0,5.6482
7662,-118.37,33.9,32.0,332.0,103.0,177.0,102.0,3.3409
7663,-118.37,33.89,21.0,2696.0,548.0,1142.0,473.0,5.6091
7664,-118.37,33.88,44.0,1325.0,245.0,669.0,253.0,4.4211
7665,-118.37,33.88,27.0,1688.0,331.0,811.0,327.0,4.5357
7666,-118.37,33.88,26.0,2620.0,530.0,1282.0,525.0,4.4828
7667,-118.37,33.88,21.0,966.0,172.0,417.0,158.0,5.5335
7668,-118.37,33.87,23.0,1829.0,331.0,891.0,356.0,6.5755
7669,-118.37,33.87,19.0,757.0,148.0,361.0,141.0,6.02
7670,-118.37,33.87,18.0,2516.0,485.0,1128.0,433.0,5.0114
7671,-118.37,33.87,13.0,2907.0,726.0,1573.0,694.0,3.5048
7672,-118.37,33.86,28.0,2685.0,581.0,1243.0,529.0,4.119
7673,-118.37,33.85,34.0,2415.0,404.0,1278.0,414.0,6.1599
7674,-118.37,33.85,29.0,3662.0,586.0,1626.0,611.0,6.3974
7675,-118.37,33.85,25.0,5622.0,998.0,2537.0,1009.0,5.785
7676,-118.37,33.84,32.0,1751.0,328.0,819.0,323.0,6.7105
7677,-118.37,33.84,27.0,3245.0,605.0,1572.0,556.0,5.3773
7678,-118.37,33.83,35.0,1207.0,207.0,601.0,213.0,4.7308
7679,-118.37,33.82,39.0,2794.0,444.0,1319.0,441.0,5.878
7680,-118.37,33.82,36.0,2463.0,447.0,1125.0,424.0,6.0176
7681,-118.37,33.82,36.0,2416.0,394.0,1115.0,386.0,6.256
7682,-118.37,33.82,32.0,2815.0,607.0,1338.0,609.0,4.5687
7683,-118.37,33.81,36.0,2031.0,339.0,817.0,337.0,5.1271
7684,-118.37,33.81,36.0,1283.0,209.0,563.0,209.0,6.9296
7685,-118.37,33.81,33.0,5057.0,790.0,2021.0,748.0,6.8553
7686,-118.37,33.79,36.0,1596.0,234.0,654.0,223.0,8.2064
7687,-118.37,33.77,26.0,6339.0,876.0,2540.0,880.0,10.1447
7688,-118.38,34.3,39.0,1622.0,355.0,903.0,314.0,4.1125
7689,-118.38,34.22,20.0,1176.0,344.0,864.0,318.0,2.375
7690,-118.38,34.21,42.0,715.0,145.0,730.0,158.0,3.8
7691,-118.38,34.21,38.0,1363.0,395.0,1798.0,405.0,2.3182
7692,-118.38,34.21,35.0,1468.0,303.0,1295.0,300.0,3.7708
7693,-118.38,34.21,33.0,1981.0,484.0,1665.0,466.0,3.0833
7694,-118.38,34.2,32.0,993.0,285.0,1044.0,248.0,2.4306
7695,-118.38,34.2,23.0,4138.0,1171.0,3911.0,1068.0,3.0125
7696,-118.38,34.19,42.0,1308.0,289.0,950.0,302.0,2.7379
7697,-118.38,34.19,37.0,1434.0,394.0,1667.0,404.0,2.4375
7698,-118.38,34.19,30.0,977.0,264.0,736.0,258.0,1.9866
7699,-118.38,34.18,44.0,901.0,179.0,473.0,179.0,3.3125
7700,-118.38,34.18,40.0,2079.0,568.0,1396.0,526.0,3.0061
7701,-118.38,34.18,27.0,4834.0,1527.0,3847.0,1432.0,2.1449
7702,-118.38,34.18,24.0,1983.0,651.0,2251.0,574.0,2.4792
7703,-118.38,34.17,33.0,1588.0,454.0,739.0,392.0,2.8208
7704,-118.38,34.16,46.0,2609.0,593.0,1055.0,585.0,3.3177
7705,-118.38,34.16,42.0,2358.0,546.0,1065.0,523.0,3.1289
7706,-118.38,34.16,31.0,2197.0,501.0,944.0,474.0,3.7312
7707,-118.38,34.15,36.0,2933.0,619.0,1115.0,579.0,4.3036
7708,-118.38,34.14,42.0,1253.0,225.0,492.0,224.0,7.7112
7709,-118.38,34.11,38.0,2601.0,523.0,870.0,474.0,7.1134
7710,-118.38,34.1,39.0,3798.0,586.0,975.0,525.0,9.3092
7711,-118.38,34.09,24.0,8264.0,2437.0,3148.0,2274.0,3.5659
7712,-118.38,34.08,48.0,1226.0,288.0,370.0,264.0,3.9375
7713,-118.38,34.08,30.0,4524.0,1312.0,1910.0,1243.0,2.8889
7714,-118.38,34.08,25.0,4625.0,1307.0,1739.0,1191.0,3.3989
7715,-118.38,34.07,48.0,2799.0,596.0,1235.0,561.0,4.4896
7716,-118.38,34.07,21.0,3653.0,956.0,1510.0,890.0,3.5573
7717,-118.38,34.07,16.0,4814.0,1381.0,1897.0,1209.0,3.3725
7718,-118.38,34.06,52.0,1311.0,217.0,578.0,205.0,7.6771
7719,-118.38,34.06,50.0,1509.0,291.0,690.0,259.0,6.2344
7720,-118.38,34.06,31.0,4345.0,1158.0,1987.0,1070.0,2.8233
7721,-118.38,34.06,28.0,2522.0,616.0,991.0,574.0,3.1475
7722,-118.38,34.06,25.0,2558.0,661.0,1183.0,636.0,3.5556
7723,-118.38,34.05,52.0,2053.0,480.0,900.0,417.0,3.0707
7724,-118.38,34.05,52.0,1241.0,210.0,526.0,214.0,4.4191
7725,-118.38,34.05,52.0,1004.0,231.0,590.0,226.0,4.2404
7726,-118.38,34.05,40.0,2352.0,598.0,1133.0,563.0,3.238
7727,-118.38,34.04,45.0,767.0,130.0,254.0,118.0,6.2895
7728,-118.38,34.04,39.0,2614.0,569.0,1665.0,553.0,3.4063
7729,-118.38,34.04,35.0,2237.0,592.0,1794.0,543.0,2.2961
7730,-118.38,34.04,31.0,2846.0,727.0,2120.0,672.0,2.7226
7731,-118.38,34.03,44.0,1913.0,441.0,1295.0,432.0,3.9537
7732,-118.38,34.03,43.0,912.0,255.0,705.0,246.0,2.6402
7733,-118.38,34.03,36.0,2101.0,569.0,1756.0,527.0,2.9344
7734,-118.38,34.02,45.0,2098.0,486.0,1343.0,481.0,3.9615
7735,-118.38,34.02,31.0,1893.0,450.0,819.0,426.0,4.3077
7736,-118.38,34.01,18.0,9528.0,2075.0,3922.0,1920.0,4.7612
7737,-118.38,33.99,21.0,11308.0,3039.0,5127.0,2839.0,4.6277
7738,-118.38,33.97,42.0,1859.0,337.0,813.0,326.0,6.019
7739,-118.38,33.96,44.0,2395.0,458.0,1287.0,450.0,4.6923
7740,-118.38,33.95,35.0,3259.0,967.0,2003.0,920.0,3.2708
7741,-118.38,33.95,29.0,1821.0,588.0,1397.0,523.0,2.5833
7742,-118.38,33.88,39.0,1489.0,282.0,743.0,270.0,4.8611
7743,-118.38,33.88,36.0,2501.0,443.0,1031.0,422.0,4.75
7744,-118.38,33.88,34.0,1830.0,315.0,822.0,307.0,5.0602
7745,-118.38,33.88,33.0,1313.0,244.0,561.0,217.0,5.2999
7746,-118.38,33.88,27.0,3039.0,606.0,1421.0,564.0,5.5771
7747,-118.38,33.87,33.0,1993.0,371.0,918.0,361.0,6.9021
7748,-118.38,33.87,27.0,2287.0,491.0,1101.0,466.0,4.675
7749,-118.38,33.87,23.0,2387.0,418.0,1008.0,415.0,5.8518
7750,-118.38,33.87,21.0,4151.0,1018.0,2054.0,925.0,4.9821
7751,-118.38,33.87,17.0,2791.0,579.0,1467.0,583.0,5.7415
7752,-118.38,33.86,29.0,2787.0,475.0,1182.0,444.0,6.7613
7753,-118.38,33.86,15.0,1778.0,311.0,908.0,330.0,7.674
7754,-118.38,33.85,31.0,3533.0,729.0,1647.0,679.0,5.5843
7755,-118.38,33.85,28.0,4430.0,928.0,2131.0,885.0,4.9384
7756,-118.38,33.84,25.0,5775.0,1149.0,2637.0,1117.0,5.4968
7757,-118.38,33.83,40.0,3070.0,570.0,1264.0,506.0,5.1626
7758,-118.38,33.83,35.0,2152.0,454.0,902.0,414.0,4.5179
7759,-118.38,33.83,20.0,2270.0,498.0,1070.0,521.0,4.4615
7760,-118.38,33.82,38.0,1318.0,237.0,547.0,225.0,6.0308
7761,-118.38,33.82,34.0,1822.0,364.0,750.0,366.0,5.9907
7762,-118.38,33.81,41.0,1889.0,301.0,802.0,278.0,6.015
7763,-118.38,33.81,39.0,2400.0,373.0,877.0,372.0,5.7361
7764,-118.38,33.81,36.0,1018.0,148.0,329.0,169.0,10.5045
7765,-118.38,33.81,33.0,2349.0,407.0,954.0,373.0,6.4956
7766,-118.38,33.81,20.0,1975.0,306.0,703.0,292.0,8.5491
7767,-118.38,33.8,36.0,4421.0,702.0,1433.0,624.0,8.0838
7768,-118.38,33.79,32.0,10445.0,1620.0,4474.0,1576.0,7.7042
7769,-118.38,33.77,21.0,11353.0,1537.0,4649.0,1504.0,9.821
7770,-118.38,33.75,23.0,8277.0,1290.0,3176.0,1159.0,7.6986
7771,-118.39,37.37,25.0,3295.0,824.0,1477.0,770.0,1.8325
7772,-118.39,34.28,24.0,4694.0,820.0,3566.0,777.0,4.4818
7773,-118.39,34.22,40.0,712.0,149.0,533.0,155.0,3.695
7774,-118.39,34.22,35.0,1790.0,334.0,1277.0,345.0,5.0818
7775,-118.39,34.21,32.0,1869.0,441.0,1516.0,432.0,3.6845
7776,-118.39,34.21,14.0,2807.0,868.0,2729.0,803.0,2.6667
7777,-118.39,34.2,19.0,2012.0,732.0,3483.0,731.0,2.2234
7778,-118.39,34.2,17.0,2594.0,1028.0,3950.0,973.0,2.0348
7779,-118.39,34.19,41.0,2000.0,485.0,1439.0,461.0,3.0491
7780,-118.39,34.19,25.0,3794.0,989.0,2454.0,876.0,2.9982
7781,-118.39,34.19,23.0,1875.0,710.0,2555.0,657.0,2.0968
7782,-118.39,34.18,44.0,477.0,91.0,220.0,112.0,3.3906
7783,-118.39,34.18,42.0,1957.0,389.0,985.0,414.0,2.9327
7784,-118.39,34.17,40.0,1696.0,372.0,835.0,385.0,3.6563
7785,-118.39,34.17,28.0,2790.0,748.0,1351.0,697.0,3.2052
7786,-118.39,34.17,26.0,6429.0,1611.0,2806.0,1491.0,3.1929
7787,-118.39,34.17,26.0,3345.0,818.0,1599.0,773.0,3.3516
7788,-118.39,34.16,46.0,1582.0,279.0,603.0,283.0,5.1169
7789,-118.39,34.16,37.0,1388.0,286.0,547.0,258.0,5.1584
7790,-118.39,34.16,20.0,4084.0,1062.0,1637.0,987.0,3.2388
7791,-118.39,34.15,36.0,2696.0,713.0,905.0,659.0,3.1146
7792,-118.39,34.15,29.0,917.0,181.0,379.0,183.0,3.4612
7793,-118.39,34.15,29.0,3110.0,650.0,1212.0,642.0,4.2031
7794,-118.39,34.14,34.0,4624.0,781.0,1572.0,719.0,6.5533
7795,-118.39,34.14,19.0,5076.0,1034.0,2021.0,960.0,5.5683
7796,-118.39,34.09,41.0,730.0,126.0,230.0,125.0,4.3214
7797,-118.39,34.09,28.0,2347.0,608.0,785.0,548.0,4.4167
7798,-118.39,34.09,27.0,4312.0,1214.0,1634.0,1097.0,3.6207
7799,-118.39,34.08,52.0,3759.0,464.0,1407.0,422.0,15.0001
7800,-118.39,34.08,52.0,1244.0,304.0,444.0,282.0,3.5114
7801,-118.39,34.08,28.0,833.0,230.0,349.0,210.0,3.067
7802,-118.39,34.07,45.0,3143.0,553.0,1153.0,564.0,5.7762
7803,-118.39,34.06,52.0,1213.0,194.0,503.0,194.0,8.0095
7804,-118.39,34.06,39.0,3299.0,831.0,1649.0,759.0,3.3295
7805,-118.39,34.06,37.0,2975.0,705.0,1291.0,654.0,5.3316
7806,-118.39,34.05,47.0,1621.0,314.0,724.0,311.0,5.7509
7807,-118.39,34.05,42.0,3105.0,559.0,1253.0,531.0,5.222
7808,-118.39,34.05,42.0,1467.0,203.0,577.0,204.0,6.6368
7809,-118.39,34.05,25.0,2814.0,701.0,1139.0,658.0,4.0153
7810,-118.39,34.04,52.0,1492.0,277.0,666.0,289.0,4.7386
7811,-118.39,34.04,49.0,1230.0,279.0,669.0,269.0,3.9038
7812,-118.39,34.04,45.0,2089.0,312.0,834.0,305.0,7.3028
7813,-118.39,34.04,44.0,1873.0,286.0,635.0,283.0,5.5951
7814,-118.39,34.04,41.0,101.0,23.0,85.0,30.0,4.125
7815,-118.39,34.03,39.0,1366.0,375.0,1237.0,370.0,3.7206
7816,-118.39,34.03,28.0,1722.0,536.0,1161.0,481.0,3.2228
7817,-118.39,34.03,19.0,1450.0,509.0,746.0,437.0,3.1415
7818,-118.39,34.02,45.0,1577.0,421.0,1042.0,375.0,3.4375
7819,-118.39,34.02,38.0,2521.0,647.0,1091.0,597.0,4.1296
7820,-118.39,34.02,38.0,2447.0,636.0,1312.0,574.0,3.5909
7821,-118.39,34.01,35.0,4424.0,918.0,2101.0,888.0,3.9688
7822,-118.39,34.01,25.0,1101.0,285.0,543.0,294.0,2.3571
7823,-118.39,34.0,40.0,1565.0,269.0,826.0,268.0,5.2035
7824,-118.39,34.0,35.0,1465.0,386.0,1104.0,345.0,4.056
7825,-118.39,33.99,43.0,612.0,135.0,402.0,142.0,5.1322
7826,-118.39,33.97,44.0,1097.0,186.0,513.0,185.0,6.235
7827,-118.39,33.97,43.0,2700.0,510.0,1146.0,506.0,5.1333
7828,-118.39,33.97,38.0,993.0,175.0,374.0,180.0,6.2673
7829,-118.39,33.96,45.0,1361.0,252.0,581.0,263.0,5.8143
7830,-118.39,33.92,41.0,80.0,20.0,61.0,23.0,5.25
7831,-118.39,33.9,7.0,4314.0,725.0,1699.0,718.0,8.2037
7832,-118.39,33.89,40.0,826.0,143.0,389.0,147.0,7.1845
7833,-118.39,33.89,38.0,1851.0,332.0,750.0,314.0,7.3356
7834,-118.39,33.89,30.0,2532.0,464.0,1056.0,419.0,6.3434
7835,-118.39,33.88,35.0,1267.0,216.0,521.0,191.0,6.0441
7836,-118.39,33.88,34.0,1973.0,367.0,843.0,345.0,6.077
7837,-118.39,33.88,33.0,2496.0,387.0,1098.0,404.0,7.6685
7838,-118.39,33.88,31.0,1448.0,244.0,607.0,259.0,8.1513
7839,-118.39,33.87,34.0,2395.0,469.0,1087.0,438.0,5.9683
7840,-118.39,33.87,19.0,3303.0,584.0,1329.0,569.0,7.521
7841,-118.39,33.86,34.0,2361.0,442.0,915.0,437.0,5.687
7842,-118.39,33.86,28.0,3619.0,764.0,1735.0,789.0,6.1404
7843,-118.39,33.86,24.0,2386.0,582.0,1152.0,568.0,4.8971
7844,-118.39,33.85,24.0,4373.0,871.0,1830.0,824.0,5.7128
7845,-118.39,33.85,17.0,1610.0,379.0,670.0,341.0,4.3594
7846,-118.39,33.83,32.0,2075.0,539.0,954.0,519.0,5.637
7847,-118.39,33.81,35.0,1008.0,165.0,391.0,167.0,3.7778
7848,-118.39,33.71,18.0,1193.0,233.0,475.0,228.0,7.5594
7849,-118.4,37.36,34.0,2465.0,619.0,1172.0,575.0,1.9722
7850,-118.4,34.7,10.0,4122.0,814.0,2164.0,710.0,4.2941
7851,-118.4,34.41,22.0,4443.0,560.0,1573.0,496.0,10.0285
7852,-118.4,34.28,16.0,6573.0,1480.0,6161.0,1473.0,3.3304
7853,-118.4,34.26,13.0,4379.0,872.0,2560.0,853.0,4.2538
7854,-118.4,34.25,13.0,1872.0,497.0,1927.0,432.0,2.2019
7855,-118.4,34.24,35.0,2552.0,545.0,1850.0,503.0,4.775
7856,-118.4,34.23,37.0,1404.0,266.0,889.0,274.0,4.0049
7857,-118.4,34.23,36.0,1643.0,349.0,1414.0,337.0,4.1181
7858,-118.4,34.22,43.0,1220.0,222.0,729.0,230.0,3.6442
7859,-118.4,34.21,45.0,972.0,181.0,554.0,187.0,4.8194
7860,-118.4,34.21,30.0,2453.0,544.0,1753.0,506.0,2.9803
7861,-118.4,34.2,30.0,2392.0,655.0,1987.0,609.0,2.8424
7862,-118.4,34.2,13.0,4859.0,1293.0,3351.0,1200.0,3.6875
7863,-118.4,34.19,37.0,934.0,231.0,587.0,230.0,3.625
7864,-118.4,34.19,35.0,2180.0,599.0,1483.0,574.0,3.0395
7865,-118.4,34.19,35.0,1631.0,356.0,862.0,368.0,3.6007
7866,-118.4,34.18,32.0,3724.0,899.0,1912.0,791.0,3.5711
7867,-118.4,34.17,27.0,3588.0,911.0,1891.0,871.0,3.4013
7868,-118.4,34.17,24.0,6347.0,1548.0,2945.0,1492.0,3.3545
7869,-118.4,34.17,24.0,4443.0,1283.0,2421.0,1180.0,2.2652
7870,-118.4,34.16,45.0,1176.0,250.0,471.0,228.0,2.3333
7871,-118.4,34.16,35.0,1354.0,284.0,501.0,262.0,3.8056
7872,-118.4,34.16,34.0,2638.0,580.0,1150.0,551.0,4.2989
7873,-118.4,34.15,44.0,2515.0,510.0,967.0,484.0,5.0754
7874,-118.4,34.15,41.0,2394.0,500.0,837.0,417.0,4.3889
7875,-118.4,34.15,31.0,3881.0,909.0,1535.0,846.0,3.0398
7876,-118.4,34.14,52.0,1695.0,281.0,595.0,264.0,6.0678
7877,-118.4,34.14,45.0,417.0,89.0,187.0,88.0,5.1377
7878,-118.4,34.13,32.0,8262.0,1156.0,2712.0,1125.0,10.5575
7879,-118.4,34.11,32.0,5578.0,753.0,1567.0,697.0,15.0001
7880,-118.4,34.1,27.0,3979.0,510.0,1351.0,520.0,15.0001
7881,-118.4,34.09,45.0,2686.0,283.0,857.0,259.0,15.0001
7882,-118.4,34.08,52.0,3815.0,439.0,1266.0,413.0,15.0001
7883,-118.4,34.07,22.0,2170.0,593.0,850.0,520.0,2.9107
7884,-118.4,34.06,52.0,2501.0,362.0,748.0,349.0,6.6343
7885,-118.4,34.06,52.0,1871.0,326.0,646.0,284.0,8.2961
7886,-118.4,34.06,47.0,3652.0,967.0,1438.0,887.0,3.6964
7887,-118.4,34.06,37.0,3781.0,873.0,1725.0,838.0,4.1455
7888,-118.4,34.05,43.0,1028.0,145.0,394.0,149.0,10.4519
7889,-118.4,34.05,34.0,2113.0,459.0,859.0,432.0,3.6953
7890,-118.4,34.05,26.0,4473.0,923.0,1518.0,805.0,5.0762
7891,-118.4,34.04,40.0,2079.0,268.0,720.0,282.0,9.272
7892,-118.4,34.03,36.0,1831.0,296.0,871.0,269.0,8.1484
7893,-118.4,34.03,24.0,1101.0,318.0,491.0,287.0,3.2222
7894,-118.4,34.03,13.0,6152.0,1978.0,3397.0,1845.0,3.4058
7895,-118.4,34.02,27.0,515.0,201.0,397.0,228.0,2.4135
7896,-118.4,34.02,19.0,7297.0,2331.0,3870.0,2144.0,3.116
7897,-118.4,34.01,48.0,1427.0,253.0,693.0,268.0,5.7405
7898,-118.4,34.01,44.0,1494.0,262.0,618.0,266.0,5.4035
